PlotID,Accepted_name,Height,dbh1,dbh2,dbh3,dbh4,dbh5,dbh6
RF10,Blachia_umbellata,3.5,1,NA,NA,NA,NA,NA
RF10,Blachia_umbellata,2.3,1,NA,NA,NA,NA,NA
RF10,Aglaia_simplicifolia,2.4,1.1,NA,NA,NA,NA,NA
RF11,Heynea_trijuga,2.6,1.3,NA,NA,NA,NA,NA
RF11,Hopea_canarensis,3.3,2.5,NA,NA,NA,NA,NA
RF11,Syzygium_rubicundum,4.5,3.8,1.9,NA,NA,NA,NA
RF11,Psychotria_nigra,2.9,1.7,1.2,NA,NA,NA,NA
RF11,Hopea_canarensis,2,1,NA,NA,NA,NA,NA
RF11,Reinwardtiodendron_anamalaiense,4.3,3.8,NA,NA,NA,NA,NA
RF11,Syzygium_rubicundum,2.5,1.7,NA,NA,NA,NA,NA
RF11,Syzygium_rubicundum,2.6,1,NA,NA,NA,NA,NA
RF11,Microtropis_latifolia,2.7,1.7,NA,NA,NA,NA,NA
RF11,Eugenia_aloysii,2.1,1,NA,NA,NA,NA,NA
RF11,Syzygium_rubicundum,2.3,2,1.3,NA,NA,NA,NA
RF11,Syzygium_rubicundum,2.4,1.1,NA,NA,NA,NA,NA
RF11,Reinwardtiodendron_anamalaiense,3.4,2.2,1.3,NA,NA,NA,NA
RF12,Hopea_canarensis,5.8,6.1,NA,NA,NA,NA,NA
RF12,Cryptocarya_wightiana,5.2,6.3,NA,NA,NA,NA,NA
RF12,Blachia_umbellata,3.6,4.2,2.1,3.4,4.5,NA,NA
RF12,Blachia_umbellata,3.5,4.1,4.2,3.7,3.7,NA,NA
RF12,Diospyros_nilagirica,2.3,1.6,NA,NA,NA,NA,NA
RF12,Blachia_umbellata,5.3,4.8,3.8,4,2.7,NA,NA
RF12,Blachia_umbellata,4.2,3.5,NA,NA,NA,NA,NA
RF12,Blachia_umbellata,3.5,2.2,NA,NA,NA,NA,NA
RF12,Cryptocarya_wightiana,3.8,1.3,1.7,NA,NA,NA,NA
RF13,Glycosmis_macrocarpa,5.8,4.3,NA,NA,NA,NA,NA
RF13,Blachia_umbellata,6.1,3.5,4.9,4,4.8,2.8,NA
RF13,Litsea_mysorensis,6.1,4.3,NA,NA,NA,NA,NA
RF13,Litsea_mysorensis,5.8,6.9,NA,NA,NA,NA,NA
RF13,Blachia_umbellata,5.1,3.8,2.2,2.2,1.8,2.2,NA
RF13,Blachia_umbellata,5,5.5,4.9,3.3,NA,NA,NA
RF13,Blachia_umbellata,5.6,4.7,3.9,5,NA,NA,NA
RF13,Drypetes_oblongifolia,3.1,1.7,NA,NA,NA,NA,NA
RF13,Dimocarpus_longan,9,8.5,NA,NA,NA,NA,NA
RF13,Glycosmis_macrocarpa,6.6,4.4,NA,NA,NA,NA,NA
RF13,Drypetes_oblongifolia,3,2.1,NA,NA,NA,NA,NA
RF13,Glycosmis_macrocarpa,8.1,5.3,NA,NA,NA,NA,NA
RF13,Reinwardtiodendron_anamalaiense,5.6,2.1,NA,NA,NA,NA,NA
RF13,Reinwardtiodendron_anamalaiense,3.3,1.5,NA,NA,NA,NA,NA
RF13,Memecylon_wightii,2.4,1.8,NA,NA,NA,NA,NA
RF13,Drypetes_oblongifolia,2.6,1.1,NA,NA,NA,NA,NA
RF13,Blachia_umbellata,4.3,3.2,3.2,2.9,NA,NA,NA
RF13,Reinwardtiodendron_anamalaiense,6,4.3,NA,NA,NA,NA,NA
RF13,Drypetes_oblongifolia,5.6,5,4.8,NA,NA,NA,NA
RF13,Reinwardtiodendron_anamalaiense,6.2,4.3,NA,NA,NA,NA,NA
RF14,Humboldtia_brunonis,6.9,9,NA,NA,NA,NA,NA
RF14,Humboldtia_brunonis,5.8,4.2,NA,NA,NA,NA,NA
RF14,Humboldtia_brunonis,7.3,5.2,5.5,NA,NA,NA,NA
RF14,Humboldtia_brunonis,3.2,1.3,NA,NA,NA,NA,NA
RF14,Humboldtia_brunonis,6,3.9,NA,NA,NA,NA,NA
RF14,Humboldtia_brunonis,4.7,2.5,NA,NA,NA,NA,NA
RF14,Humboldtia_brunonis,6.8,5.6,NA,NA,NA,NA,NA
RF14,Humboldtia_brunonis,2.5,1.3,NA,NA,NA,NA,NA
RF14,Humboldtia_brunonis,3.6,3.3,1.8,NA,NA,NA,NA
RF14,Humboldtia_brunonis,7.1,5.3,NA,NA,NA,NA,NA
RF14,Humboldtia_brunonis,5.4,4,NA,NA,NA,NA,NA
RF15,Memecylon_wightii,1.8,1.1,NA,NA,NA,NA,NA
RF15,Dimocarpus_longan,8.3,5.1,NA,NA,NA,NA,NA
RF15,Memecylon_wightii,2.2,1.1,NA,NA,NA,NA,NA
RF15,Litsea_mysorensis,5.2,3.7,NA,NA,NA,NA,NA
RF15,Glycosmis_macrocarpa,3.9,2.1,NA,NA,NA,NA,NA
RF15,Litsea_floribunda,10.2,9.4,NA,NA,NA,NA,NA
RF15,Memecylon_wightii,2,1.1,NA,NA,NA,NA,NA
RF15,Psychotria_nigra,2.5,2.2,NA,NA,NA,NA,NA
RF15,Dimocarpus_longan,3.5,1.9,NA,NA,NA,NA,NA
RF15,Reinwardtiodendron_anamalaiense,4.6,2.6,1.8,1.9,1.1,NA,NA
RF15,Litsea_mysorensis,4.9,2.7,NA,NA,NA,NA,NA
RF15,Dimocarpus_longan,2.6,1.7,NA,NA,NA,NA,NA
RF15,Cryptocarya_anamalayana,3.9,4.2,NA,NA,NA,NA,NA
RF15,Dimocarpus_longan,6.9,1.5,NA,NA,NA,NA,NA
RF15,Litsea_mysorensis,7.3,6.4,NA,NA,NA,NA,NA
RF15,Litsea_mysorensis,3.2,6.5,NA,NA,NA,NA,NA
RF15,Hopea_canarensis,2.5,1,NA,NA,NA,NA,NA
RF15,Dimocarpus_longan,3.6,1.1,NA,NA,NA,NA,NA
RF15,Blachia_umbellata,2.6,1.4,1,1.4,1.4,1.2,NA
RF15,Reinwardtiodendron_anamalaiense,5.3,1.7,NA,NA,NA,NA,NA
RF15,Dimocarpus_longan,2.3,4.9,NA,NA,NA,NA,NA
RF15,Litsea_mysorensis,5.4,3.3,NA,NA,NA,NA,NA
RF16,Glycosmis_macrocarpa,2.4,1,NA,NA,NA,NA,NA
RF16,Mesua_ferrea,9.6,9.3,NA,NA,NA,NA,NA
RF16,Psychotria_nigra,2.8,1.9,NA,NA,NA,NA,NA
RF16,Drypetes_oblongifolia,2.7,1.5,NA,NA,NA,NA,NA
RF16,Mallotus_resinosus,3.8,3.4,2.9,1.3,NA,NA,NA
RF16,Psychotria_nigra,2.5,1.4,1.4,1.3,NA,NA,NA
RF16,Psychotria_nigra,3,1.8,2.4,NA,NA,NA,NA
RF16,Litsea_mysorensis,4.3,3,2.1,NA,NA,NA,NA
RF16,Mallotus_resinosus,3.2,2.4,1.8,NA,NA,NA,NA
RF16,Dimocarpus_longan,4.7,3.1,NA,NA,NA,NA,NA
RF16,Psychotria_nigra,2,1,NA,NA,NA,NA,NA
RF16,Mastixia_arborea,2.4,1.9,NA,NA,NA,NA,NA
RF16,Drypetes_oblongifolia,2.5,1.4,NA,NA,NA,NA,NA
RF17,Blachia_umbellata,4.3,4.6,NA,NA,NA,NA,NA
RF17,Blachia_umbellata,1.6,1,NA,NA,NA,NA,NA
RF17,Actinodaphne_bourdillonii,8.6,9.2,NA,NA,NA,NA,NA
RF17,Blachia_umbellata,2.3,1.1,NA,NA,NA,NA,NA
RF17,Syzygium_rubicundum,10.6,7.8,NA,NA,NA,NA,NA
RF17,Syzygium_rubicundum,9.6,8.7,8.6,NA,NA,NA,NA
RF17,Reinwardtiodendron_anamalaiense,3.9,2.5,NA,NA,NA,NA,NA
RF17,Reinwardtiodendron_anamalaiense,2.5,3,1.8,NA,NA,NA,NA
RF17,Blachia_umbellata,4.9,4.5,NA,NA,NA,NA,NA
RF17,Blachia_umbellata,3.6,3.6,2.5,1.8,2,NA,NA
RF17,Syzygium_rubicundum,2.9,1.6,NA,NA,NA,NA,NA
RF17,Litsea_oleoides,9.1,7.3,NA,NA,NA,NA,NA
RF18,Blachia_umbellata,2.5,1.8,1.4,1.4,NA,NA,NA
RF18,Blachia_umbellata,3.3,1.3,1.4,1.4,1.6,4,NA
RF18,Glycosmis_macrocarpa,3.18,1.7,NA,NA,NA,NA,NA
RF18,Litsea_mysorensis,6,6.7,NA,NA,NA,NA,NA
RF18,Blachia_umbellata,2.7,2.1,NA,NA,NA,NA,NA
RF18,Neolitsea_cassia,6.5,5.3,NA,NA,NA,NA,NA
RF18,Blachia_umbellata,3.6,2.6,1.5,2.1,2.3,1.2,NA
RF18,Blachia_umbellata,4.9,3.6,3.1,3.7,3.3,2.5,NA
RF18,Blachia_umbellata,3.8,3,1.8,1.4,2.5,1.9,NA
RF18,Blachia_umbellata,4.3,3.9,3.7,1.5,NA,NA,NA
RF18,Diospyros_nilagirica,5.1,3.2,NA,NA,NA,NA,NA
RF18,Blachia_umbellata,2.9,1.1,1.6,NA,NA,NA,NA
RF18,Reinwardtiodendron_anamalaiense,4.3,5.4,NA,NA,NA,NA,NA
RF19,Aglaia_simplicifolia,2.3,2.1,NA,NA,NA,NA,NA
RF19,Actinodaphne_bourdillonii,6.3,4.8,3.6,1.7,NA,NA,NA
RF19,Blachia_umbellata,2.2,1.3,NA,NA,NA,NA,NA
RF19,Blachia_umbellata,3.5,1.9,1.4,1.1,NA,NA,NA
RF19,Dimocarpus_longan,3.2,3.5,NA,NA,NA,NA,NA
RF19,Dimocarpus_longan,3.7,1.6,NA,NA,NA,NA,NA
RF19,Dimocarpus_longan,3.5,1.9,NA,NA,NA,NA,NA
RF19,Antidesma_montanum,2.8,1,NA,NA,NA,NA,NA
RF19,Dimocarpus_longan,8.7,8.5,NA,NA,NA,NA,NA
RF19,Litsea_mysorensis,4.8,4.6,NA,NA,NA,NA,NA
RF20,Syzygium_rubicundum,3.9,2.2,NA,NA,NA,NA,NA
RF20,Drypetes_oblongifolia,12.7,5.3,NA,NA,NA,NA,NA
RF20,Drypetes_oblongifolia,3.02,2.8,NA,NA,NA,NA,NA
RF20,Drypetes_oblongifolia,1.5,1.4,NA,NA,NA,NA,NA
RF20,Dimocarpus_longan,8.1,5.2,NA,NA,NA,NA,NA
RF20,Celtis_philippensis,2.2,1.5,NA,NA,NA,NA,NA
RF20,Drypetes_oblongifolia,5.9,4.7,NA,NA,NA,NA,NA
RF20,Drypetes_oblongifolia,2.8,1.7,NA,NA,NA,NA,NA
RF20,Dichapetalum_gelonioides,2.1,1.1,NA,NA,NA,NA,NA
RF20,Reinwardtiodendron_anamalaiense,2.8,1.1,NA,NA,NA,NA,NA
RF20,Drypetes_oblongifolia,6.6,4.2,NA,NA,NA,NA,NA
RF20,Blachia_umbellata,4.6,4.7,2.9,3.2,3.1,NA,NA
RF20,Reinwardtiodendron_anamalaiense,2.9,1.4,NA,NA,NA,NA,NA
RF20,Drypetes_oblongifolia,2.6,1.2,NA,NA,NA,NA,NA
RF20,Reinwardtiodendron_anamalaiense,4.5,3.4,NA,NA,NA,NA,NA
RF20,Dimocarpus_longan,12.6,9.1,NA,NA,NA,NA,NA
AC03,Vateria_indica,7.3,3.2,NA,NA,NA,NA,NA
AC03,Vateria_indica,5.5,1.5,NA,NA,NA,NA,NA
AC03,Vateria_indica,4.5,1.8,NA,NA,NA,NA,NA
AC03,Vateria_indica,8.6,3.5,NA,NA,NA,NA,NA
AC03,Vateria_indica,7.7,3.3,NA,NA,NA,NA,NA
AC03,Vateria_indica,9.3,4.1,NA,NA,NA,NA,NA
AC03,Vateria_indica,5.8,3.2,NA,NA,NA,NA,NA
AC03,Dimocarpus_longan,7.4,4.6,NA,NA,NA,NA,NA
AC03,Dimocarpus_longan,8.1,6.3,NA,NA,NA,NA,NA
AC03,Dimocarpus_longan,4.5,5.4,NA,NA,NA,NA,NA
AC03,Dimocarpus_longan,5.5,2.3,NA,NA,NA,NA,NA
AC03,Dimocarpus_longan,7.7,4.5,NA,NA,NA,NA,NA
AC03,Dimocarpus_longan,10.8,6.3,NA,NA,NA,NA,NA
AC03,Dimocarpus_longan,4.5,2.4,NA,NA,NA,NA,NA
AC03,Dimocarpus_longan,5.3,1.9,NA,NA,NA,NA,NA
AC03,Dimocarpus_longan,4.7,2.6,NA,NA,NA,NA,NA
AC03,Dimocarpus_longan,7.4,3.3,NA,NA,NA,NA,NA
AC03,Monoon_fragrans,7.5,6.8,NA,NA,NA,NA,NA
AC03,Coffea_canephora,4.5,2.1,2.3,NA,NA,NA,NA
AC03,Coffea_canephora,5.6,1.8,NA,NA,NA,NA,NA
AC03,Syzygium_gardneri,4.6,3.8,NA,NA,NA,NA,NA
AC03,Coffea_canephora,6,2.1,1.8,1.1,NA,NA,NA
AC03,Coffea_canephora,2.5,1.7,NA,NA,NA,NA,NA
AC03,Aglaia_elaeagnoidea,4,2.3,NA,NA,NA,NA,NA
AC03,Drypetes_oblongifolia,3.5,1.9,NA,NA,NA,NA,NA
EC01,Vateria_indica,7.9,5.3,NA,NA,NA,NA,NA
EC01,Litsea_mysorensis,3.2,6.6,NA,NA,NA,NA,NA
EC01,Litsea_oleoides,2.3,4.5,NA,NA,NA,NA,NA
