unique.ind,village,id,latitude,longitude,presence.absence,signs,freq.sighting,year.obs,sighting.month
537,sika bamin,2105,27.88444444,95.32138889,0,ds,NA,2018,NA
538,sika bamin,2162,27.87888889,95.36,1,"nb,ob",week,2021,NA
539,sika bamin,2161,27.91277778,95.34361111,1,nb,year,2021,NA
539,sika bamin,2161,27.91083333,95.34111111,0,ds,NA,2019,12
540,sika bamin,2161,27.906889,95.343347,1,ds,NA,2021,11
541,sika bamin,2161,27.89972222,95.34722222,0,ds,NA,2018,NA
542,sika bamin,2159,27.95527778,95.35527778,1,ds,month,2021,10
543,sika bamin,2161,27.90472222,95.34694444,1,ds,month,2021,NA
544,sika bamin,2161,27.91722222,95.36583333,0,ds,year,2018,11
544,sika bamin,2161,27.92388889,95.355,1,"nb,ob",year,2021,NA
545,sika tode,2159,27.95972222,95.35944444,1,"nb,ob",month,2021,NA
545,sika tode,2159,27.95305556,95.35583333,1,"nb,ob",month,2021,NA
545,sika tode,2160,27.95166667,95.35638889,0,ds,NA,2019,1
546,sika tode,2160,27.94027778,95.34166667,0,ds,year,2015,12
546,sika tode,2160,27.93833333,95.34194444,0,ds,NA,2017,6
547,sika tode,2160,27.94444444,95.36222222,1,ds,month,2020,12
547,sika tode,2160,27.94916667,95.3425,0,ds,month,2014,NA
548,sika tode,2160,27.93666667,95.34222222,0,ds,NA,2012,6
548,sika tode,2160,27.95083333,95.36277778,1,nb,week,2020,2
549,sika tode,2103,27.94638889,95.32166667,1,ds,NA,2021,6
551,ngopok,2440,28.07388889,95.50666667,0,ds,NA,2010,NA
551,ngopok,2384,28.05444444,95.47777778,0,"nb,ob",month,2019,NA
552,ngopok,2440,28.065801,95.517239,0,ds,month,2012,NA
552,ngopok,2440,28.069284,95.503147,1,"nb,ob",month,2021,NA
553,ngopok,2382,28.090162,95.478567,0,ds,NA,2016,NA
554,ngopok,2382,28.09638889,95.47138889,1,nb,year,2021,11
554,ngopok,2384,28.05527778,95.47805556,1,nb,year,2021,12
554,ngopok,2383,28.07444444,95.47055556,0,ds,year,2011,NA
555,ngopok,2439,28.08916667,95.50194444,1,ds,year,2021,11
555,ngopok,2382,28.10138889,95.475,1,"nb,ob",week,2020,1
555,ngopok,2382,28.08972222,95.46722222,1,ds,year,2020,12
555,ngopok,2382,28.08861111,95.4725,1,ds,year,2021,1
556,ngopok,2382,28.100811,95.474655,1,ds,NA,2021,11
557,ngopok,2383,28.08083333,95.48277778,1,ds,NA,2020,12
557,ngopok,2440,28.06472222,95.49583333,0,ds,year,2019,NA
558,ngopok,2384,28.05416667,95.47583333,1,nb,week,2021,3
558,ngopok,2440,28.06361111,95.5175,1,nb,NA,2021,12
559,ngopok,2383,28.06388889,95.4925,0,ds,NA,2013,NA
560,ngopok,2382,28.095026,95.471791,1,ds,NA,2021,1
561,ngopok,2439,28.08555556,95.51972222,1,ds,NA,2021,10
562,ngopok,2440,28.08194444,95.51694444,1,nb,year,2021,9
563,ngopok,2440,28.07888889,95.50305556,1,ds,NA,2020,NA
564,rengging,1981,28.144289,95.274665,1,nb,NA,2021,12
565,rengging,1981,28.145642,95.269385,1,nb,NA,2022,3
566,rengging,1981,28.145549,95.267884,1,nb,NA,2022,2
567,rengging,1982,28.127786,95.282411,1,ds,NA,2022,3
568,rengging,1981,28.145686,95.266927,1,nb,NA,2021,NA
568,rengging,2039,28.1274,95.286536,0,ds,NA,2017,NA
569,rengging,1982,28.14073,95.276746,0,nb,NA,2017,5
570,pasighat,2210,28.122179,95.401589,1,nb,year,2022,3
570,pasighat,2210,28.130996,95.397877,1,nb,year,2021,3
571,silluk,2380,28.147741,95.482106,1,ds,NA,2023,NA
